zone_id,area_ha,mean_suit,mean_hec,sun_frac,priority,cen_lat,cen_lon,rank,taluk,intervention
56,7.0,0.34,0.0,0.0,0.2331,13.7493,76.0953,318,Kalasa,Bee Fence + Community Watch
97,10.0,0.343,0.0,0.0,0.2331,13.6921,76.2113,319,Kalasa,Bee Fence + Community Watch
480,10.0,0.343,0.0,0.0,0.233,13.3643,76.0174,320,Kadur,Bee Fence + Community Watch
284,10.0,0.345,0.0,0.0,0.2323,13.5478,76.2831,321,Kadur,Bee Fence + Community Watch
196,8.0,0.343,0.0,0.0,0.2323,13.6152,76.205,322,Koppa,Bee Fence + Community Watch
95,7.0,0.343,0.0003,0.0,0.2322,13.6949,75.9982,323,Kalasa,Bee Fence + Community Watch
285,7.0,0.343,0.0,0.0,0.2322,13.5482,76.3049,324,Kadur,Bee Fence + Community Watch
43,9.0,0.345,0.0,0.0,0.2321,13.7572,76.0827,325,Kalasa,Bee Fence + Community Watch
139,5.0,0.347,0.0052,0.0,0.232,13.6476,76.0593,326,Koppa,Bee Fence + Community Watch
393,6.0,0.346,0.0033,0.0,0.2319,13.4923,76.1002,327,Kadur,Bee Fence + Community Watch
378,6.0,0.343,0.0001,0.0,0.2318,13.5041,76.1253,328,Kadur,Bee Fence + Community Watch
177,6.0,0.343,0.0,0.0,0.2317,13.6245,76.2817,329,Koppa,Bee Fence + Community Watch
166,5.0,0.342,0.0,0.0,0.2317,13.6315,76.277,330,Koppa,Bee Fence + Community Watch
324,7.0,0.344,0.0,0.0,0.2317,13.5265,76.1248,331,Kadur,Bee Fence + Community Watch
182,5.0,0.342,0.0,0.0,0.2317,13.624,76.2378,332,Koppa,Bee Fence + Community Watch
446,5.0,0.343,0.0001,0.0,0.2316,13.4163,76.0512,333,Kadur,Bee Fence + Community Watch
18,6.0,0.344,0.0,0.0,0.2314,13.8119,76.0286,334,Kalasa,Bee Fence + Community Watch
187,9.0,0.347,0.0,0.0,0.2313,13.6201,76.2012,335,Koppa,Bee Fence + Community Watch
310,5.0,0.343,0.0,0.0,0.2313,13.5328,76.3134,336,Kadur,Bee Fence + Community Watch
7,7.0,0.345,0.0,0.0,0.2313,13.8382,76.04,337,Kalasa,Bee Fence + Community Watch
4,8.0,0.346,0.0,0.0,0.2312,13.8497,76.0837,338,Kalasa,Bee Fence + Community Watch
26,9.0,0.348,0.0,0.0,0.231,13.7931,76.1331,339,Kalasa,Bee Fence + Community Watch
321,5.0,0.344,0.0,0.0,0.231,13.5282,76.1537,340,Kadur,Bee Fence + Community Watch
57,7.0,0.346,0.0,0.0,0.2309,13.7479,76.0895,341,Kalasa,Bee Fence + Community Watch
460,5.0,0.345,0.0,0.0,0.2309,13.3974,76.0364,342,Kadur,Bee Fence + Community Watch
118,7.0,0.347,0.001,0.0,0.2308,13.6739,75.9946,343,Kalasa,Bee Fence + Community Watch
63,6.0,0.347,0.0,0.0,0.2303,13.7409,75.9586,344,Kalasa,Bee Fence + Community Watch
82,5.0,0.347,0.0001,0.0,0.2301,13.7114,75.9356,345,Kalasa,Bee Fence + Community Watch
464,5.0,0.347,0.0,0.0,0.2301,13.3875,76.0317,346,Kadur,Bee Fence + Community Watch
267,5.0,0.347,0.0,0.0,0.23,13.5602,75.8894,347,Koppa,Bee Fence + Community Watch
